Lookup Key,Name,Position,Salary Cap,Team,Position Group,Abbreviation,Bye Week
DBKeenan IsaacCLE,Keenan Isaac,CB,"$1,030,000 ",Cleveland Browns,DB,CLE,9
DBKei'Trel ClarkARI,Kei'Trel Clark,CB,"$1,082,153 ",Arizona Cardinals,DB,ARI,8
DBKeidron SmithDEN,Keidron Smith,S,"$960,000 ",Denver Broncos,DB,DEN,12
RBKeilan RobinsonPHI,Keilan Robinson,RB,"$960,000 ",Philadelphia Eagles,RB,PHI,9
DLKeion WhiteNE,Keion White,DE,"$2,124,589 ",New England Patriots,DL,NE,14
LBKeir ThomasLAR,Keir Thomas,OLB,"$1,030,000 ",Los Angeles Rams,LB,LAR,8
DBKeisean NixonGB,Keisean Nixon,CB,"$6,841,666 ",Green Bay Packers,DB,GB,5
DLKeith Cooper Jr.DET,Keith Cooper Jr.,DE,"$846,666 ",Detroit Lions,DL,DET,8
WRKeith KirkwoodBAL,Keith Kirkwood,WR,"$1,030,000 ",Baltimore Ravens,WR,BAL,7
DBKeith TaylorATL,Keith Taylor,CB,"$1,100,000 ",Atlanta Falcons,DB,ATL,5
DLKeivie RoseJAC,Keivie Rose,DT,"$842,500 ",Jacksonville Jaguars,DL,JAC,8
DBKelee RingoPHI,Kelee Ringo,CB,"$1,235,231 ",Philadelphia Eagles,DB,PHI,9
TEKeleki LatuBUF,Keleki Latu,TE,"$845,000 ",Buffalo Bills,TE,BUF,7
DBKemon HallDAL,Kemon Hall,CB,"$1,100,000 ",Dallas Cowboys,DB,DAL,10
RBKendall MiltonCIN,Kendall Milton,RB,"$960,000 ",Cincinnati Bengals,RB,CIN,10
DBKendall SheffieldMIA,Kendall Sheffield,CB,"$1,030,000 ",Miami Dolphins,DB,MIA,12
DBKendall WilliamsonLAC,Kendall Williamson,S,"$960,000 ",Los Angeles Chargers,DB,LAC,12
DBKendell BrooksTEN,Kendell Brooks,S,"$960,000 ",Tennessee Titans,DB,TEN,10
RBKendre MillerNO,Kendre Miller,RB,"$1,542,087 ",New Orleans Saints,RB,NO,11
WRKendric PryorCIN,Kendric Pryor,WR,"$1,030,000 ",Cincinnati Bengals,WR,CIN,10
WRKendrick BourneNE,Kendrick Bourne,WR,"$7,700,000 ",New England Patriots,WR,NE,14
RBKene NwangwuNYJ,Kene Nwangwu,RB,"$1,411,765 ",New York Jets,RB,NYJ,9
RBKenneth GainwellPIT,Kenneth Gainwell,RB,"$1,790,000 ",Pittsburgh Steelers,RB,PIT,5
DLKenneth GrantMIA,Kenneth Grant,DT,"$3,992,057 ",Miami Dolphins,DL,MIA,12
LBKenneth Murray Jr.DAL,Kenneth Murray Jr.,LB,"$7,410,000 ",Dallas Cowboys,LB,DAL,10
RBKenneth Walker IIISEA,Kenneth Walker III,RB,"$2,685,958 ",Seattle Seahawks,RB,SEA,8
DLKenny ClarkGB,Kenny Clark,DT,"$20,365,000 ",Green Bay Packers,DL,GB,5
DBKenny MooreIND,Kenny Moore,CB,"$10,690,000 ",Indianapolis Colts,DB,IND,11
QBKenny PickettLV,Kenny Pickett,QB,"$2,623,350 ",Las Vegas Raiders,QB,LV,8
TEKenny YeboahDET,Kenny Yeboah,TE,"$1,197,500 ",Detroit Lions,TE,DET,8
DLKentavius StreetATL,Kentavius Street,DE,"$1,197,500 ",Atlanta Falcons,DL,ATL,5
WRKeon ColemanBUF,Keon Coleman,WR,"$2,289,604 ",Buffalo Bills,WR,BUF,7
DLKeondre CoburnLV,Keondre Coburn,DT,"$1,030,000 ",Las Vegas Raiders,DL,LV,8
DBKeondre JacksonBAL,Keondre Jackson,S,"$842,500 ",Baltimore Ravens,DB,BAL,7
LBKeonta JenkinsBUF,Keonta Jenkins,LB,"$848,333 ",Buffalo Bills,LB,BUF,7
DBKerby JosephDET,Kerby Joseph,S,"$3,859,455 ",Detroit Lions,DB,DET,8
WRKetron JacksonLV,Ketron Jackson,WR,"$840,000 ",Las Vegas Raiders,WR,LV,8
WRKevin AustinNO,Kevin Austin,WR,"$960,000 ",New Orleans Saints,WR,NO,11
DBKevin Byard IIICHI,Kevin Byard III,SS,"$8,500,000 ",Chicago Bears,DB,CHI,5
DLKevin GivensSF,Kevin Givens,DT,"$1,195,000 ",San Francisco 49ers,DL,SF,14
DBKevin KnowlesKC,Kevin Knowles,CB,"$846,666 ",Kansas City Chiefs,DB,KC,10
DBKevin Winston Jr.TEN,Kevin Winston Jr.,S,"$1,164,544 ",Tennessee Titans,DB,TEN,10
DBKevon SeymourWAS,Kevon Seymour,CB,"$1,030,000 ",Washington Commanders,DB,WAS,12
DBKeydrain CalliganSEA,Keydrain Calligan,S,"$840,000 ",Seattle Seahawks,DB,SEA,8
DBKeyon MartinBAL,Keyon Martin,S,"$840,000 ",Baltimore Ravens,DB,BAL,7
WRKhadarel HodgeATL,Khadarel Hodge,WR,"$2,135,000 ",Atlanta Falcons,WR,ATL,5
DLKhalen SaundersNO,Khalen Saunders,DT,"$2,525,882 ",New Orleans Saints,DL,NO,11
DLKhalid KareemATL,Khalid Kareem,DE,"$1,030,000 ",Atlanta Falcons,DL,ATL,5
DBKhalil DorseyDET,Khalil Dorsey,CB,"$1,484,412 ",Detroit Lions,DB,DET,8
RBKhalil HerbertIND,Khalil Herbert,RB,"$1,197,500 ",Indianapolis Colts,RB,IND,11
LBKhalil MackLAC,Khalil Mack,OLB,"$26,872,500 ",Los Angeles Chargers,LB,LAC,12
WRKhalil ShakirBUF,Khalil Shakir,WR,"$2,586,787 ",Buffalo Bills,WR,BUF,7
DLKhristian BoydNO,Khristian Boyd,DT,"$1,004,707 ",New Orleans Saints,DL,NO,11
DLKhyiris TongaNE,Khyiris Tonga,DT,"$2,020,000 ",New England Patriots,DL,NE,14
RBKimani VidalLAC,Kimani Vidal,RB,"$1,011,859 ",Los Angeles Chargers,RB,LAC,12
DBKindle VildorTB,Kindle Vildor,CB,"$1,197,500 ",Tampa Bay Buccaneers,DB,TB,9
LBKingsley EnagbareGB,Kingsley Enagbare,OLB,"$3,466,638 ",Green Bay Packers,LB,GB,5
DLKingsley JonathanNYJ,Kingsley Jonathan,DE,"$1,030,000 ",New York Jets,DL,NYJ,9
QBKirk CousinsATL,Kirk Cousins,QB,"$40,000,000 ",Atlanta Falcons,QB,ATL,5
WRKisean JohnsonCLE,Kisean Johnson,WR,"$840,000 ",Cleveland Browns,WR,CLE,9
DBKitan CrawfordARI,Kitan Crawford,S,"$874,473 ",Arizona Cardinals,DB,ARI,8
DBKitan OladapoGB,Kitan Oladapo,S,"$1,023,569 ",Green Bay Packers,DB,GB,5
TEKo KieftTB,Ko Kieft,TE,"$1,133,004 ",Tampa Bay Buccaneers,TE,TB,9
WRKobe HudsonCAR,Kobe Hudson,WR,"$846,666 ",Carolina Panthers,WR,CAR,14
LBKobe KingMIN,Kobe King,LB,"$894,767 ",Minnesota Vikings,LB,MIN,6
DBKobee MinorNE,Kobee Minor,S,"$865,418 ",New England Patriots,DB,NE,14
DLKobie TurnerLAR,Kobie Turner,DT,"$1,470,402 ",Los Angeles Rams,DL,LAR,8
WRKonata MumpfieldLAR,Konata Mumpfield,WR,"$867,134 ",Los Angeles Rams,WR,LAR,8
DBKool-Aid McKinstryNO,Kool-Aid McKinstry,CB,"$2,081,161 ",New Orleans Saints,DB,NO,11
DBKorie BlackNYG,Korie Black,CB,"$866,110 ",New York Giants,DB,NYG,14
DBKris Abrams-DraineDEN,Kris Abrams-Draine,CB,"$1,047,068 ",Denver Broncos,DB,DEN,12
DBKris BoydNYJ,Kris Boyd,CB,"$1,600,000 ",New York Jets,DB,NYJ,9
DLKris JenkinsCIN,Kris Jenkins,DT,"$1,786,469 ",Cincinnati Bengals,DL,CIN,10
DBKristian FultonKC,Kristian Fulton,CB,"$7,000,000 ",Kansas City Chiefs,DB,KC,10
LBKristian WelchGB,Kristian Welch,ILB,"$1,030,000 ",Green Bay Packers,LB,GB,5
WRKristian WilkersonBUF,Kristian Wilkerson,WR,"$1,100,000 ",Buffalo Bills,WR,BUF,7
DLKristian WilliamsDEN,Kristian Williams,DT,"$843,333 ",Denver Broncos,DL,DEN,12
DLKurt HinishHOU,Kurt Hinish,DT,"$1,727,941 ",Houston Texans,DL,HOU,6
QBKurtis RourkeSF,Kurtis Rourke,QB,"$873,559 ",San Francisco 49ers,QB,SF,14
DLKwity PayeIND,Kwity Paye,DE,"$13,387,000 ",Indianapolis Colts,DL,IND,11
LBKylan GuidryLAC,Kylan Guidry,OLB,"$841,666 ",Los Angeles Chargers,LB,LAC,12
QBKyle AllenDET,Kyle Allen,QB,"$1,130,000 ",Detroit Lions,QB,DET,8
DBKyle DuggerNE,Kyle Dugger,SS,"$15,264,706 ",New England Patriots,DB,NE,14
DBKyle HamiltonBAL,Kyle Hamilton,S,"$5,172,073 ",Baltimore Ravens,DB,BAL,7
RBKyle JuszczykSF,Kyle Juszczyk,FB,"$2,516,000 ",San Francisco 49ers,RB,SF,14
DLKyle KennardLAC,Kyle Kennard,DE,"$1,072,641 ",Los Angeles Chargers,DL,LAC,12
QBKyle McCordPHI,Kyle McCord,QB,"$905,308 ",Philadelphia Eagles,QB,PHI,9
RBKyle MonangaiCHI,Kyle Monangai,RB,"$872,035 ",Chicago Bears,RB,CHI,5
TEKyle PittsATL,Kyle Pitts,TE,"$10,878,000 ",Atlanta Falcons,TE,ATL,5
QBKyle TraskTB,Kyle Trask,QB,"$1,337,500 ",Tampa Bay Buccaneers,QB,TB,9
LBKyle Van NoyBAL,Kyle Van Noy,OLB,"$6,125,000 ",Baltimore Ravens,LB,BAL,7
WRKyle WilliamsNE,Kyle Williams,WR,"$1,218,831 ",New England Patriots,WR,NE,14
TEKylen GransonPHI,Kylen Granson,TE,"$1,350,000 ",Philadelphia Eagles,TE,PHI,9
DBKyler GordonCHI,Kyler Gordon,CB,"$4,629,714 ",Chicago Bears,DB,CHI,5
DBKyler McMichaelPIT,Kyler McMichael,CB,"$840,000 ",Pittsburgh Steelers,DB,PIT,5
QBKyler MurrayARI,Kyler Murray,QB,"$43,325,677 ",Arizona Cardinals,QB,ARI,8
DLKyon BarrsARI,Kyon Barrs,DT,"$840,000 ",Arizona Cardinals,DL,ARI,8
DLKyon ByarsARI,Kyon Byars,DT,"$840,000 ",Arizona Cardinals,DL,ARI,8
RBKyren WilliamsLAR,Kyren Williams,RB,"$5,423,601 ",Los Angeles Rams,RB,LAR,8
WRKyrese RowanDEN,Kyrese Rowan,WR,"$840,000 ",Denver Broncos,WR,DEN,12
DBKyu Blu KellyLV,Kyu Blu Kelly,CB,"$1,030,000 ",Las Vegas Raiders,DB,LV,8
DLL.J. CollierARI,L.J. Collier,DE,"$3,000,000 ",Arizona Cardinals,DL,ARI,8
DBL'Jarius SneedTEN,L'Jarius Sneed,CB,"$22,577,647 ",Tennessee Titans,DB,TEN,10
DLLaBryan RayCAR,LaBryan Ray,DE,"$1,030,000 ",Carolina Panthers,DL,CAR,14
DLLaCale LondonATL,LaCale London,DT,"$960,000 ",Atlanta Falcons,DL,ATL,5
DBLadarius TennisonIND,Ladarius Tennison,S,"$843,333 ",Indianapolis Colts,DB,IND,11
WRLadd McConkeyLAC,Ladd McConkey,WR,"$2,271,633 ",Los Angeles Chargers,WR,LAC,12
DLLaiatu LatuIND,Laiatu Latu,DE,"$3,870,885 ",Indianapolis Colts,DL,IND,11
WRLaJohntay WesterBAL,LaJohntay Wester,WR,"$893,717 ",Baltimore Ravens,WR,BAL,7
DBLamar JacksonATL,Lamar Jackson,CB,"$1,030,000 ",Atlanta Falcons,DB,ATL,5
QBLamar JacksonBAL,Lamar Jackson,QB,"$43,500,000 ",Baltimore Ravens,QB,BAL,7
DBLamareon JamesCLE,Lamareon James,CB,"$846,666 ",Cleveland Browns,DB,CLE,9
RBLan LarisonNE,Lan Larison,RB,"$848,333 ",New England Patriots,RB,NE,14
LBLance DixonPHI,Lance Dixon,LB,"$845,833 ",Philadelphia Eagles,LB,PHI,9
WRLance McCutcheonPIT,Lance McCutcheon,WR,"$960,000 ",Pittsburgh Steelers,WR,PIT,5
DBLance RobinsonCIN,Lance Robinson,CB,"$842,333 ",Cincinnati Bengals,DB,CIN,10
DLLandon JacksonBUF,Landon Jackson,DE,"$1,203,451 ",Buffalo Bills,DL,BUF,7
WRLandon ParkerIND,Landon Parker,WR,"$841,666 ",Indianapolis Colts,WR,IND,11
WRLaquon TreadwellIND,Laquon Treadwell,WR,"$1,030,000 ",Indianapolis Colts,WR,IND,11
DLLarrell MurchisonLAR,Larrell Murchison,DT,"$1,030,000 ",Los Angeles Rams,DL,LAR,8
DLLarry OgunjobiBUF,Larry Ogunjobi,DE,"$4,106,684 ",Buffalo Bills,DL,BUF,7
DBLathan RansomCAR,Lathan Ransom,S,"$1,079,279 ",Carolina Panthers,DB,CAR,14
WRLaviska ShenaultBUF,Laviska Shenault,WR,"$1,070,000 ",Buffalo Bills,WR,BUF,7
LBLavonte DavidTB,Lavonte David,ILB,"$9,000,000 ",Tampa Bay Buccaneers,LB,TB,9
WRLawrence CagerWAS,Lawrence Cager,WR,"$1,100,000 ",Washington Commanders,WR,WAS,12
DLLeki FotuLV,Leki Fotu,DT,"$1,349,500 ",Las Vegas Raiders,DL,LV,8
KLenny KriegATL,Lenny Krieg,K,"$843,333 ",Atlanta Falcons,K,ATL,5
LBLeo ChenalKC,Leo Chenal,LB,"$3,668,256 ",Kansas City Chiefs,LB,KC,10
DLLeonard FloydATL,Leonard Floyd,DE,"$10,000,000 ",Atlanta Falcons,DL,ATL,5
DLLeonard TaylorNYJ,Leonard Taylor,DT,"$963,333 ",New York Jets,DL,NYJ,9
DLLeonard WilliamsSEA,Leonard Williams,DE,"$15,041,250 ",Seattle Seahawks,DL,SEA,8
RBLeQuint AllenJAC,LeQuint Allen,RB,"$869,689 ",Jacksonville Jaguars,RB,JAC,8
LBLevelle BaileyDEN,Levelle Bailey,ILB,"$960,000 ",Denver Broncos,LB,DEN,12
DLLevi Drake RodriguezMIN,Levi Drake Rodriguez,DT,"$986,497 ",Minnesota Vikings,DL,MIN,6
DBLewis CinePHI,Lewis Cine,S,"$1,030,000 ",Philadelphia Eagles,DB,PHI,9
LBLiam AndersonIND,Liam Anderson,OLB,"$960,000 ",Indianapolis Colts,LB,IND,11
WRLil’jordan HumphreyNYG,Lil’jordan Humphrey,WR,"$1,105,000 ",New York Giants,WR,NYG,14
PLogan CookeJAC,Logan Cooke,P,"$2,850,000 ",Jacksonville Jaguars,P,JAC,8
DLLogan HallTB,Logan Hall,DE,"$2,964,327 ",Tampa Bay Buccaneers,DL,TB,9
DLLogan LeePIT,Logan Lee,DT,"$895,018 ",Pittsburgh Steelers,DL,PIT,5
LBLogan WilsonCIN,Logan Wilson,LB,"$8,759,176 ",Cincinnati Bengals,LB,CIN,10
DBLonnie JohnsonLV,Lonnie Johnson,S,"$1,645,000 ",Las Vegas Raiders,DB,LV,8
DBLoren StricklandDET,Loren Strickland,S,"$960,000 ",Detroit Lions,DB,DET,8
TELucas KrullDEN,Lucas Krull,TE,"$1,030,000 ",Denver Broncos,TE,DEN,12
LBLukas Van NessGB,Lukas Van Ness,OLB,"$4,742,207 ",Green Bay Packers,LB,GB,5
TELuke FarrellSF,Luke Farrell,TE,"$2,544,000 ",San Francisco 49ers,TE,SF,14
WRLuke FlorieaCLE,Luke Floriea,WR,"$840,000 ",Cleveland Browns,WR,CLE,9
LBLuke GiffordSF,Luke Gifford,ILB,"$1,788,235 ",San Francisco 49ers,LB,SF,14
WRLuke GrimmLAC,Luke Grimm,WR,"$841,666 ",Los Angeles Chargers,WR,LAC,12
TELuke LacheyHOU,Luke Lachey,TE,"$865,418 ",Houston Texans,TE,HOU,6
WRLuke McCaffreyWAS,Luke McCaffrey,WR,"$1,271,889 ",Washington Commanders,WR,WAS,12
TELuke MusgraveGB,Luke Musgrave,TE,"$2,311,563 ",Green Bay Packers,TE,GB,5
TELuke SchoonmakerDAL,Luke Schoonmaker,TE,"$1,709,097 ",Dallas Cowboys,TE,DAL,10
DBLuq BarcooDET,Luq Barcoo,CB,"$1,030,000 ",Detroit Lions,DB,DET,8
WRLuther Burden IIICHI,Luther Burden III,WR,"$1,993,460 ",Chicago Bears,WR,CHI,5
DBM.J. StewartHOU,M.J. Stewart,S,"$2,441,165 ",Houston Texans,DB,HOU,6
DLMaason SmithJAC,Maason Smith,DT,"$1,822,409 ",Jacksonville Jaguars,DL,JAC,8
WRMac DalenaKC,Mac Dalena,WR,"$843,333 ",Kansas City Chiefs,WR,KC,10
QBMac JonesSF,Mac Jones,QB,"$2,558,000 ",San Francisco 49ers,QB,SF,14
DBMac McWilliamsPHI,Mac McWilliams,CB,"$951,030 ",Philadelphia Eagles,DB,PHI,9
WRMack HollinsNE,Mack Hollins,WR,"$4,050,000 ",New England Patriots,WR,NE,14
LBMack WilsonARI,Mack Wilson,LB,"$4,956,667 ",Arizona Cardinals,LB,ARI,8
KMaddux TrujilloIND,Maddux Trujillo,K,"$845,833 ",Indianapolis Colts,K,IND,11
LBMaema NjongmetaCIN,Maema Njongmeta,LB,"$965,000 ",Cincinnati Bengals,LB,CIN,10
DBMajor BurnsCHI,Major Burns,S,"$843,333 ",Chicago Bears,DB,CHI,5
DBMakari PaigeNYG,Makari Paige,CB,"$845,000 ",New York Giants,DB,NYG,14
WRMalachi CorleyNYJ,Malachi Corley,WR,"$1,380,331 ",New York Jets,WR,NYJ,9
DBMalachi MooreNYJ,Malachi Moore,S,"$1,064,535 ",New York Jets,DB,NYJ,9
DBMalaki StarksBAL,Malaki Starks,S,"$3,014,483 ",Baltimore Ravens,DB,BAL,7
DLMalcolm KoonceLV,Malcolm Koonce,DE,"$10,020,000 ",Las Vegas Raiders,DL,LV,8
DLMalcolm RoachDEN,Malcolm Roach,DE,"$4,250,000 ",Denver Broncos,DL,DEN,12
LBMalcolm RodríguezDET,Malcolm Rodríguez,LB,"$1,146,980 ",Detroit Lions,LB,DET,8
DLMaliek CollinsCLE,Maliek Collins,DT,"$4,204,000 ",Cleveland Browns,DL,CLE,9
QBMalik CunninghamBAL,Malik Cunningham,QB,"$960,000 ",Baltimore Ravens,QB,BAL,7
DBMalik Dixon-WilliamsLAR,Malik Dixon-Williams,S,"$843,333 ",Los Angeles Rams,DB,LAR,8
LBMalik HammBAL,Malik Hamm,OLB,"$840,668 ",Baltimore Ravens,LB,BAL,7
LBMalik HarrisonPIT,Malik Harrison,ILB,"$3,210,000 ",Pittsburgh Steelers,LB,PIT,5
WRMalik HeathGB,Malik Heath,WR,"$1,033,000 ",Green Bay Packers,WR,GB,5
DLMalik HerringKC,Malik Herring,DE,"$1,641,176 ",Kansas City Chiefs,DL,KC,10
DBMalik HookerDAL,Malik Hooker,FS,"$7,750,000 ",Dallas Cowboys,DB,DAL,10
DBMalik MustaphaSF,Malik Mustapha,S,"$1,144,734 ",San Francisco 49ers,DB,SF,14
WRMalik NabersNYG,Malik Nabers,WR,"$6,638,125 ",New York Giants,WR,NYG,14
WRMalik TaylorDET,Malik Taylor,WR,"$1,100,000 ",Detroit Lions,WR,DET,8
LBMalik VerdonATL,Malik Verdon,LB,"$843,333 ",Atlanta Falcons,LB,ATL,5
WRMalik WashingtonMIA,Malik Washington,WR,"$1,009,890 ",Miami Dolphins,WR,MIA,12
QBMalik WillisGB,Malik Willis,QB,"$1,408,650 ",Green Bay Packers,QB,GB,5
DLMapalo MwansaCAR,Mapalo Mwansa,DE,"$841,666 ",Carolina Panthers,DL,CAR,14
LBMarcelino McCrary-BallNYJ,Marcelino McCrary-Ball,OLB,"$1,030,000 ",New York Jets,LB,NYJ,9
DBMarco WilsonCIN,Marco Wilson,CB,"$1,514,117 ",Cincinnati Bengals,DB,CIN,10
DLMarcus DavenportDET,Marcus Davenport,DE,"$4,047,500 ",Detroit Lions,DL,DET,8
DBMarcus EppsNE,Marcus Epps,S,"$1,465,000 ",New England Patriots,DB,NE,14
DBMarcus HarrisTEN,Marcus Harris,CB,"$903,254 ",Tennessee Titans,DB,TEN,10
DBMarcus JonesNE,Marcus Jones,CB,"$1,647,212 ",New England Patriots,DB,NE,14
RBMarcus MajorBAL,Marcus Major,RB,"$840,000 ",Baltimore Ravens,RB,BAL,7
QBMarcus MariotaWAS,Marcus Mariota,QB,"$8,280,000 ",Washington Commanders,QB,WAS,12
RBMarcus YarnsNO,Marcus Yarns,RB,"$846,666 ",New Orleans Saints,RB,NO,11
DLMario EdwardsHOU,Mario Edwards,DT,"$3,882,353 ",Houston Texans,DL,HOU,6
DBMario GoodrichNYJ,Mario Goodrich,CB,"$1,030,000 ",New York Jets,DB,NYJ,9
WRMario WilliamsLAR,Mario Williams,WR,"$842,666 ",Los Angeles Rams,WR,LAR,8
LBMarist LiufauDAL,Marist Liufau,LB,"$1,293,526 ",Dallas Cowboys,LB,DAL,10
TEMark AndrewsBAL,Mark Andrews,TE,"$16,907,611 ",Baltimore Ravens,TE,BAL,7
TEMark RedmanLAR,Mark Redman,TE,"$846,666 ",Los Angeles Rams,TE,LAR,8
LBMark RobinsonPIT,Mark Robinson,LB,"$1,128,089 ",Pittsburgh Steelers,LB,PIT,5
LBMarkees WattsTB,Markees Watts,OLB,"$1,030,334 ",Tampa Bay Buccaneers,LB,TB,9
DBMarkquese BellDAL,Markquese Bell,S,"$2,298,032 ",Dallas Cowboys,DB,DAL,10
DBMarlon HumphreyBAL,Marlon Humphrey,CB,"$11,981,800 ",Baltimore Ravens,DB,BAL,7
DLMarlon TuipulotuKC,Marlon Tuipulotu,DT,"$1,197,500 ",Kansas City Chiefs,DL,KC,10
LBMarlowe WaxLAC,Marlowe Wax,LB,"$841,000 ",Los Angeles Chargers,LB,LAC,12
DBMarques SigleSF,Marques Sigle,S,"$940,594 ",San Francisco 49ers,DB,SF,14
WRMarquez Valdes-ScantlingSEA,Marquez Valdes-Scantling,WR,"$3,955,000 ",Seattle Seahawks,WR,SEA,8
DBMarquise RobinsonBAL,Marquise Robinson,CB,"$841,666 ",Baltimore Ravens,DB,BAL,7
TEMarshall LangSEA,Marshall Lang,TE,"$841,666 ",Seattle Seahawks,TE,SEA,8
DLMarshawn KneelandDAL,Marshawn Kneeland,DE,"$1,552,874 ",Dallas Cowboys,DL,DAL,10
RBMarshawn LloydGB,Marshawn Lloyd,RB,"$1,292,845 ",Green Bay Packers,RB,GB,5
DBMarshon LattimoreWAS,Marshon Lattimore,CB,"$18,000,000 ",Washington Commanders,DB,WAS,12
DBMarte MapuNE,Marte Mapu,S,"$1,517,374 ",New England Patriots,DB,NE,14
WRMarvin Harrison Jr.ARI,Marvin Harrison Jr.,WR,"$8,039,714 ",Arizona Cardinals,WR,ARI,8
WRMarvin Mims Jr.DEN,Marvin Mims Jr.,WR,"$1,655,082 ",Denver Broncos,WR,DEN,12
DLMason GrahamCLE,Mason Graham,DT,"$7,431,671 ",Cleveland Browns,DL,CLE,9
WRMason KinseyTEN,Mason Kinsey,WR,"$1,030,000 ",Tennessee Titans,WR,TEN,10
TEMason PlineNO,Mason Pline,TE,"$840,000 ",New Orleans Saints,TE,NO,11
QBMason RudolphPIT,Mason Rudolph,QB,"$3,000,000 ",Pittsburgh Steelers,QB,PIT,5
TEMason TaylorNYJ,Mason Taylor,TE,"$1,902,943 ",New York Jets,TE,NYJ,9
WRMason TiptonNO,Mason Tipton,WR,"$963,333 ",New Orleans Saints,WR,NO,11
PMatt AraizaKC,Matt Araiza,P,"$960,000 ",Kansas City Chiefs,P,KC,10
DLMatt DickersonMIA,Matt Dickerson,DT,"$1,030,000 ",Miami Dolphins,DL,MIA,12
KMatt GayWAS,Matt Gay,K,"$4,305,000 ",Washington Commanders,K,WAS,12
DLMatt HenningsenDEN,Matt Henningsen,DE,"$1,100,000 ",Denver Broncos,DL,DEN,12
LBMatt JonesLV,Matt Jones,LB,"$843,333 ",Las Vegas Raiders,LB,LV,8
WRMatt LandersTEN,Matt Landers,WR,"$840,000 ",Tennessee Titans,WR,TEN,10
LBMatt MilanoBUF,Matt Milano,OLB,"$12,188,500 ",Buffalo Bills,LB,BUF,7
TEMatt SokolBUF,Matt Sokol,TE,"$1,030,000 ",Buffalo Bills,TE,BUF,7
DLMatthew ButlerMIA,Matthew Butler,DT,"$1,030,000 ",Miami Dolphins,DL,MIA,12
WRMatthew GoldenGB,Matthew Golden,WR,"$3,195,516 ",Green Bay Packers,WR,GB,5
QBMatthew StaffordLAR,Matthew Stafford,QB,"$47,466,666 ",Los Angeles Rams,QB,LAR,8
KMatthew WrightCAR,Matthew Wright,K,"$1,030,000 ",Carolina Panthers,K,CAR,14
WRMaurice AlexanderCHI,Maurice Alexander,WR,"$1,030,000 ",Chicago Bears,WR,CHI,5
QBMax BrosmerMIN,Max Brosmer,QB,"$843,333 ",Minnesota Vikings,QB,MIN,6
DBMax HurlemanPIT,Max Hurleman,S,"$840,666 ",Pittsburgh Steelers,DB,PIT,5
DBMax MeltonARI,Max Melton,CB,"$2,020,070 ",Arizona Cardinals,DB,ARI,8
DBMaxen HookPHI,Maxen Hook,S,"$850,000 ",Philadelphia Eagles,DB,PHI,9
DBMaxwell HairstonBUF,Maxwell Hairston,CB,"$2,774,178 ",Buffalo Bills,DB,BUF,7
DLMaxx CrosbyLV,Maxx Crosby,DE,"$38,153,250 ",Las Vegas Raiders,DL,LV,8
DLMazi SmithDAL,Mazi Smith,DT,"$3,620,372 ",Dallas Cowboys,DL,DAL,10
DLMcKinnley JacksonCIN,McKinnley Jackson,DT,"$1,271,889 ",Cincinnati Bengals,DL,CIN,10
DLMcTelvin AgimCIN,McTelvin Agim,DT,"$1,030,000 ",Cincinnati Bengals,DL,CIN,10
WRMecole HardmanGB,Mecole Hardman,WR,"$1,461,765 ",Green Bay Packers,WR,GB,5
DBMekhi BlackmonMIN,Mekhi Blackmon,CB,"$1,446,568 ",Minnesota Vikings,DB,MIN,6
DLMekhi WingoDET,Mekhi Wingo,DT,"$1,006,700 ",Detroit Lions,DL,DET,8
DBMello DotsonCAR,Mello Dotson,CB,"$840,000 ",Carolina Panthers,DB,CAR,14
DBMelvin Smith Jr.KC,Melvin Smith Jr.,CB,"$845,000 ",Kansas City Chiefs,DB,KC,10
TEMessiah SwinsonGB,Messiah Swinson,TE,"$960,000 ",Green Bay Packers,TE,GB,5
LBMicah McFaddenNYG,Micah McFadden,LB,"$3,494,927 ",New York Giants,LB,NYG,14
DLMicah ParsonsGB,Micah Parsons,DE,"$24,007,000 ",Green Bay Packers,DL,GB,5
DBMicah RobinsonGB,Micah Robinson,S,"$868,460 ",Green Bay Packers,DB,GB,5
WRMichael BandyDEN,Michael Bandy,WR,"$960,000 ",Denver Broncos,WR,DEN,12
LBMichael BarrettLV,Michael Barrett,ILB,"$840,000 ",Las Vegas Raiders,LB,LV,8
RBMichael BurtonDEN,Michael Burton,FB,"$1,197,500 ",Denver Broncos,RB,DEN,12
DBMichael Carter IINYJ,Michael Carter II,CB,"$4,120,000 ",New York Jets,DB,NYJ,9
RBMichael CarterARI,Michael Carter,RB,"$1,270,000 ",Arizona Cardinals,RB,ARI,8
DLMichael DannaKC,Michael Danna,DE,"$8,046,666 ",Kansas City Chiefs,DL,KC,10
PMichael DicksonSEA,Michael Dickson,P,"$4,800,000 ",Seattle Seahawks,P,SEA,8
DBMichael DowellSEA,Michael Dowell,S,"$840,000 ",Seattle Seahawks,DB,SEA,8
DLMichael FletcherNYJ,Michael Fletcher,DE,"$840,000 ",New York Jets,DL,NYJ,9
DBMichael FordATL,Michael Ford,CB,"$1,845,000 ",Atlanta Falcons,DB,ATL,5
WRMichael GallupWAS,Michael Gallup,WR,"$1,110,000 ",Washington Commanders,WR,WAS,12
DLMichael HallCLE,Michael Hall,DT,"$1,606,779 ",Cleveland Browns,DL,CLE,9
